AC,Account,Manager,Date,CRBM
Developed,KSBF10021002,Whitespruce,2005-08-31,-0.0052452
Developed,KSBF10021002,Whitespruce,2005-09-30,0.0100548
Developed,KSBF10021002,Whitespruce,2005-10-31,-0.0235935
Developed,KSBF10021002,Whitespruce,2005-11-30,0.032653800000000004
Developed,KSBF10021002,Whitespruce,2005-12-31,-0.0028206
Developed,KSBF10021002,Whitespruce,2006-01-31,0.026685
Developed,KSBF10021002,Whitespruce,2006-02-28,-0.0024426
Developed,KSBF10021002,Whitespruce,2006-03-31,0.0133677
Developed,KSBF10021002,Whitespruce,2006-04-30,0.0015246
Developed,KSBF10021002,Whitespruce,2006-05-31,-0.026617500000000002
Developed,KSBF10021002,Whitespruce,2006-06-30,0.0049824000000000005
Developed,KSBF10021002,Whitespruce,2006-07-31,0.0052803
Developed,KSBF10021002,Whitespruce,2006-08-31,0.0245106
Developed,KSBF10021002,Whitespruce,2006-09-30,0.016062299999999998
Developed,KSBF10021002,Whitespruce,2006-10-31,0.0334683
Developed,KSBF10021002,Whitespruce,2006-11-30,0.0233091
Developed,KSBF10021002,Whitespruce,2006-12-31,0.0024822
Developed,KSBF10021002,Whitespruce,2007-01-31,0.019220400000000002
Developed,KSBF10021002,Whitespruce,2007-02-28,-0.0171729
Developed,KSBF10021002,Whitespruce,2007-03-31,0.0113004
Developed,KSBF10021002,Whitespruce,2007-04-30,0.039836699999999996
Developed,KSBF10021002,Whitespruce,2007-05-31,0.033921900000000005
Developed,KSBF10021002,Whitespruce,2007-06-30,-0.0141903
Developed,KSBF10021002,Whitespruce,2007-07-31,-0.0173268
Developed,KSBF10021002,Whitespruce,2007-08-31,0.0130311
Developed,KSBF10021002,Whitespruce,2007-09-30,0.036476100000000004
Developed,KSBF10021002,Whitespruce,2007-10-31,0.0240345
Developed,KSBF10021002,Whitespruce,2007-11-30,-0.0309024
Developed,KSBF10021002,Whitespruce,2007-12-31,0.0041409
Developed,KSBF10021002,Whitespruce,2008-01-31,-0.0602442
Developed,KSBF10021002,Whitespruce,2008-02-29,-0.0098631
Developed,KSBF10021002,Whitespruce,2008-03-31,-0.0058176
Developed,KSBF10021002,Whitespruce,2008-04-30,0.0386262
Developed,KSBF10021002,Whitespruce,2008-05-31,0.0271539
Developed,KSBF10021002,Whitespruce,2008-06-30,-0.052370099999999996
Developed,KSBF10021002,Whitespruce,2008-07-31,-0.0182601
Developed,KSBF10021002,Whitespruce,2008-08-31,0.017357400000000002
Developed,KSBF10021002,Whitespruce,2008-09-30,-0.07917210000000001
Developed,KSBF10021002,Whitespruce,2008-10-31,-0.1406673
Developed,KSBF10021002,Whitespruce,2008-11-30,-0.0449325
Developed,KSBF10021002,Whitespruce,2008-12-31,0.015043500000000001
Developed,KSBF10021002,Whitespruce,2009-01-31,-0.056221200000000006
Developed,KSBF10021002,Whitespruce,2009-02-28,-0.0840645
Developed,KSBF10021002,Whitespruce,2009-03-31,0.0739143
Developed,KSBF10021002,Whitespruce,2009-04-30,0.0697095
Developed,KSBF10021002,Whitespruce,2009-05-31,0.0459351
Developed,KSBF10021002,Whitespruce,2009-06-30,0.0077904
Developed,KSBF10021002,Whitespruce,2009-07-31,0.0558612
Developed,KSBF10021002,Whitespruce,2009-08-31,0.016736400000000002
Developed,KSBF10021002,Whitespruce,2009-09-30,0.0318987
Developed,KSBF10021002,Whitespruce,2009-10-31,-0.0067932
Developed,KSBF10021002,Whitespruce,2009-11-30,0.05797800000000001
Developed,KSBF10021002,Whitespruce,2009-12-31,0.0173727
Developed,KSBF10021002,Whitespruce,2010-01-31,-0.0339147
Developed,KSBF10021002,Whitespruce,2010-02-28,0.0200268
Developed,KSBF10021002,Whitespruce,2010-03-31,0.0471429
Developed,KSBF10021002,Whitespruce,2010-04-30,0.0108234
Developed,KSBF10021002,Whitespruce,2010-05-31,-0.0730089
Developed,KSBF10021002,Whitespruce,2010-06-30,-0.0440802
Developed,KSBF10021002,Whitespruce,2010-07-31,0.0597546
Developed,KSBF10021002,Whitespruce,2010-08-31,-0.0272295
Developed,KSBF10021002,Whitespruce,2010-09-30,0.0826785
Developed,KSBF10021002,Whitespruce,2010-10-31,0.0379827
Developed,KSBF10021002,Whitespruce,2010-11-30,0.005535
Developed,KSBF10021002,Whitespruce,2010-12-31,0.050974200000000004
Developed,KSBF10021002,Whitespruce,2011-01-31,0.018702
Developed,KSBF10021002,Whitespruce,2011-02-28,0.035327700000000004
Developed,KSBF10021002,Whitespruce,2011-03-31,0.0100485
Developed,KSBF10021002,Whitespruce,2011-04-30,0.0330048
Developed,KSBF10021002,Whitespruce,2011-05-31,-0.0049779
Developed,KSBF10021002,Whitespruce,2011-06-30,-0.0122652
Developed,KSBF10021002,Whitespruce,2011-07-31,-0.0145449
Developed,KSBF10021002,Whitespruce,2011-08-31,-0.0318789
Developed,KSBF10021002,Whitespruce,2011-09-30,-0.0537894
Developed,KSBF10021002,Whitespruce,2011-10-31,0.0845604
Developed,KSBF10021002,Whitespruce,2011-11-30,0.007668900000000001
Developed,KSBF10021002,Whitespruce,2011-12-31,0.009020700000000001
Developed,KSBF10021002,Whitespruce,2012-01-31,0.0346131
Developed,KSBF10021002,Whitespruce,2012-02-29,0.0434043
Developed,KSBF10021002,Whitespruce,2012-03-31,0.0272376
Developed,KSBF10021002,Whitespruce,2012-04-30,0.0002592
Developed,KSBF10021002,Whitespruce,2012-05-31,-0.0437598
Developed,KSBF10021002,Whitespruce,2012-06-30,0.0316512
Developed,KSBF10021002,Whitespruce,2012-07-31,0.0162135
Developed,KSBF10021002,Whitespruce,2012-08-31,0.019881
Developed,KSBF10021002,Whitespruce,2012-09-30,0.020308500000000004
Developed,KSBF10021002,Whitespruce,2012-10-31,-0.019548
Developed,KSBF10021002,Whitespruce,2012-11-30,0.010227600000000002
Developed,KSBF10021002,Whitespruce,2012-12-31,-0.0016506
Developed,KSBF10021002,Whitespruce,2013-01-31,0.0436149
Developed,KSBF10021002,Whitespruce,2013-02-28,0.0101502
Developed,KSBF10021002,Whitespruce,2013-03-31,0.0325854
Developed,KSBF10021002,Whitespruce,2013-04-30,0.017956800000000002
Developed,KSBF10021002,Whitespruce,2013-05-31,0.0167994
Developed,KSBF10021002,Whitespruce,2013-06-30,-0.0150525
Developed,KSBF10021002,Whitespruce,2013-07-31,0.045673200000000004
Developed,KSBF10021002,Whitespruce,2013-08-31,-0.022615200000000002
Developed,KSBF10021002,Whitespruce,2013-09-30,0.0322272
Developed,KSBF10021002,Whitespruce,2013-10-31,0.0422055
Developed,KSBF10021002,Whitespruce,2013-11-30,0.026001
Developed,KSBF10021002,Whitespruce,2013-12-31,0.0237186
Developed,KSBF10021002,Whitespruce,2014-01-31,-0.0393012
Developed,KSBF10021002,Whitespruce,2014-02-28,0.046704600000000006
Developed,KSBF10021002,Whitespruce,2014-03-31,0.0040257
Developed,KSBF10021002,Whitespruce,2014-04-30,0.009169199999999999
Developed,KSBF10021002,Whitespruce,2014-05-31,0.021028500000000002
Developed,KSBF10021002,Whitespruce,2014-06-30,0.0176994
Developed,KSBF10021002,Whitespruce,2014-07-31,-0.0110808
Developed,KSBF10021002,Whitespruce,2014-08-31,0.0344115
Developed,KSBF10021002,Whitespruce,2014-09-30,-0.0129852
Developed,KSBF10021002,Whitespruce,2014-10-31,0.025137
Developed,KSBF10021002,Whitespruce,2014-11-30,0.0272106
Developed,KSBF10021002,Whitespruce,2014-12-31,-0.0053145
Developed,KSBF10021002,Whitespruce,2015-01-31,-0.0175329
Developed,KSBF10021002,Whitespruce,2015-02-28,0.0552717
Developed,KSBF10021002,Whitespruce,2015-03-31,-0.015031800000000001
Developed,KSBF10021002,Whitespruce,2015-04-30,0.008359199999999999
Developed,KSBF10021002,Whitespruce,2015-05-31,0.0096525
Developed,KSBF10021002,Whitespruce,2015-06-30,-0.0184716
Developed,KSBF10021002,Whitespruce,2015-07-31,0.015427800000000002
Developed,KSBF10021002,Whitespruce,2015-08-31,-0.0534834
Developed,KSBF10021002,Whitespruce,2015-09-30,-0.018594000000000003
Developed,KSBF10021002,Whitespruce,2015-10-31,0.0776646
Developed,KSBF10021002,Whitespruce,2015-11-30,-0.0006867
Developed,KSBF10021002,Whitespruce,2015-12-31,-0.0162846
Developed,KSBF10021002,Whitespruce,2016-01-31,-0.0372411
Developed,KSBF10021002,Whitespruce,2016-02-29,0.0057816000000000005
Developed,KSBF10021002,Whitespruce,2016-03-31,0.058930199999999995
Developed,KSBF10021002,Whitespruce,2016-04-30,-0.0039123000000000005
Developed,KSBF10021002,Whitespruce,2016-05-31,0.0131895
Developed,KSBF10021002,Whitespruce,2016-06-30,0.0040446
Developed,KSBF10021002,Whitespruce,2016-07-31,0.0418563
Developed,KSBF10021002,Whitespruce,2016-08-31,-0.0011322
Developed,KSBF10021002,Whitespruce,2016-09-30,0.0043497
Developed,KSBF10021002,Whitespruce,2016-10-31,-0.0208881
Developed,KSBF10021002,Whitespruce,2016-11-30,0.018448199999999998
Developed,KSBF10021002,Whitespruce,2016-12-31,0.012348
Developed,KSBF10021002,Whitespruce,2017-01-31,0.0249426
Developed,KSBF10021002,Whitespruce,2017-02-28,0.0417285
Developed,KSBF10021002,Whitespruce,2017-03-31,0.0090117
Developed,KSBF10021002,Whitespruce,2017-04-30,0.0159075
Developed,KSBF10021002,Whitespruce,2017-05-31,0.0255546
Developed,KSBF10021002,Whitespruce,2017-06-30,-0.004671000000000001
Developed,KSBF10021002,Whitespruce,2017-07-31,0.023084100000000003
Developed,KSBF10021002,Whitespruce,2017-08-31,0.010085400000000001
Developed,KSBF10021002,Whitespruce,2017-09-30,0.013791600000000001
Developed,KSBF10021002,Whitespruce,2017-10-31,0.0262071
Developed,KSBF10021002,Whitespruce,2017-11-30,0.0319419
Developed,KSBF10021002,Whitespruce,2017-12-31,0.0083178
Developed,KSBF10021002,Whitespruce,2018-01-31,0.0554715
Developed,KSBF10021002,Whitespruce,2018-02-28,-0.0275751
Developed,KSBF10021002,Whitespruce,2018-03-31,-0.022043700000000003
Developed,KSBF10021002,Whitespruce,2018-04-30,0.0018216000000000003
Developed,KSBF10021002,Whitespruce,2018-05-31,0.0331182
Developed,KSBF10021002,Whitespruce,2018-06-30,0.0095112
Developed,KSBF10021002,Whitespruce,2018-07-31,0.026667
Developed,KSBF10021002,Whitespruce,2018-08-31,0.032040900000000004
Developed,KSBF10021002,Whitespruce,2018-09-30,0.007665300000000001
Developed,KSBF10021002,Whitespruce,2018-10-31,-0.0657522
Developed,KSBF10021002,Whitespruce,2018-11-30,0.0107172
Developed,KSBF10021002,Whitespruce,2018-12-31,-0.0761373
Developed,KSBF10021002,Whitespruce,2019-01-31,0.0715626
Developed,KSBF10021002,Whitespruce,2019-02-28,0.0359991
Developed,KSBF10021002,Whitespruce,2019-03-31,0.0197991
Developed,KSBF10021002,Whitespruce,2019-04-30,0.027263700000000002
Developed,KSBF10021002,Whitespruce,2019-05-31,-0.060124500000000004
Developed,KSBF10021002,Whitespruce,2019-06-30,0.0627768
Developed,KSBF10021002,Whitespruce,2019-07-31,0.016791300000000002
Developed,KSBF10021002,Whitespruce,2019-08-31,-0.0127638
Developed,KSBF10021002,Whitespruce,2019-09-30,0.0093825
Developed,KSBF10021002,Whitespruce,2019-10-31,0.024879599999999998
Developed,KSBF10021002,Whitespruce,2019-11-30,0.036868500000000005
Developed,KSBF10021002,Whitespruce,2019-12-31,0.0287694
Developed,KSBF10021002,Whitespruce,2020-01-31,0.0061362000000000005
Developed,KSBF10021002,Whitespruce,2020-02-29,-0.0693774
Developed,KSBF10021002,Whitespruce,2020-03-31,-0.0945882
Developed,KSBF10021002,Whitespruce,2020-04-30,0.1308591
Developed,KSBF10021002,Whitespruce,2020-05-31,0.0541944
Developed,KSBF10021002,Whitespruce,2020-06-30,0.028872
Developed,KSBF10021002,Whitespruce,2020-07-31,0.053856
Developed,KSBF10021002,Whitespruce,2020-08-31,0.0755082
Developed,KSBF10021002,Whitespruce,2020-09-30,-0.040968
Developed,KSBF10021002,Whitespruce,2020-10-31,-0.029187
Developed,KSBF10021002,Whitespruce,2020-11-30,0.0885474
Developed,KSBF10021002,Whitespruce,2020-12-31,0.03609540000000001
Developed,KSBF10021002,Whitespruce,2021-01-31,-0.0103113
Developed,KSBF10023002,Whale Rock,1995-01-31,0.004309
Developed,KSBF10023002,Whale Rock,1995-02-28,0.051033
Developed,KSBF10023002,Whale Rock,1995-03-31,0.029569
Developed,KSBF10023002,Whale Rock,1995-04-30,0.032841
Developed,KSBF10023002,Whale Rock,1995-05-31,0.024887
Developed,KSBF10023002,Whale Rock,1995-06-30,0.080634
Developed,KSBF10023002,Whale Rock,1995-07-31,0.073038
Developed,KSBF10023002,Whale Rock,1995-08-31,0.019538
Developed,KSBF10023002,Whale Rock,1995-09-30,0.023336
Developed,KSBF10023002,Whale Rock,1995-10-31,-0.006984
Developed,KSBF10023002,Whale Rock,1995-11-30,0.022902
Developed,KSBF10023002,Whale Rock,1995-12-31,-0.00587
Developed,KSBF10023002,Whale Rock,1996-01-31,0.007597
Developed,KSBF10023002,Whale Rock,1996-02-29,0.038634
Developed,KSBF10023002,Whale Rock,1996-03-31,0.001214
Developed,KSBF10023002,Whale Rock,1996-04-30,0.081133
Developed,KSBF10023002,Whale Rock,1996-05-31,0.044694
Developed,KSBF10023002,Whale Rock,1996-06-30,-0.046756
Developed,KSBF10023002,Whale Rock,1996-07-31,-0.088008
Developed,KSBF10023002,Whale Rock,1996-08-31,0.056565
Developed,KSBF10023002,Whale Rock,1996-09-30,0.075093
Developed,KSBF10023002,Whale Rock,1996-10-31,-0.004297
Developed,KSBF10023002,Whale Rock,1996-11-30,0.058393
Developed,KSBF10023002,Whale Rock,1996-12-31,-0.000991
Developed,KSBF10023002,Whale Rock,1997-01-31,0.068915
Developed,KSBF10023002,Whale Rock,1997-02-28,-0.051211
Developed,KSBF10023002,Whale Rock,1997-03-31,-0.066469
Developed,KSBF10023002,Whale Rock,1997-04-30,0.032501
Developed,KSBF10023002,Whale Rock,1997-05-31,0.111386
Developed,KSBF10023002,Whale Rock,1997-06-30,0.030357
Developed,KSBF10023002,Whale Rock,1997-07-31,0.105589
Developed,KSBF10023002,Whale Rock,1997-08-31,-0.003825
Developed,KSBF10023002,Whale Rock,1997-09-30,0.062293
Developed,KSBF10023002,Whale Rock,1997-10-31,-0.054344
Developed,KSBF10023002,Whale Rock,1997-11-30,0.004722
Developed,KSBF10023002,Whale Rock,1997-12-31,-0.018326
Developed,KSBF10023002,Whale Rock,1998-01-31,0.031496
Developed,KSBF10023002,Whale Rock,1998-02-28,0.093655
Developed,KSBF10023002,Whale Rock,1998-03-31,0.037321
Developed,KSBF10023002,Whale Rock,1998-04-30,0.018154
Developed,KSBF10023002,Whale Rock,1998-05-31,-0.047636
Developed,KSBF10023002,Whale Rock,1998-06-30,0.065538
Developed,KSBF10023002,Whale Rock,1998-07-31,-0.011525
Developed,KSBF10023002,Whale Rock,1998-08-31,-0.199028
Developed,KSBF10023002,Whale Rock,1998-09-30,0.13028
Developed,KSBF10023002,Whale Rock,1998-10-31,0.046062
Developed,KSBF10023002,Whale Rock,1998-11-30,0.100894
Developed,KSBF10023002,Whale Rock,1998-12-31,0.1252
Developed,KSBF10023002,Whale Rock,1999-01-31,0.142932
Developed,KSBF10023002,Whale Rock,1999-02-28,-0.086684
Developed,KSBF10023002,Whale Rock,1999-03-31,0.076221
Developed,KSBF10023002,Whale Rock,1999-04-30,0.033301
Developed,KSBF10023002,Whale Rock,1999-05-31,-0.028178
Developed,KSBF10023002,Whale Rock,1999-06-30,0.087647
Developed,KSBF10023002,Whale Rock,1999-07-31,-0.017528
Developed,KSBF10023002,Whale Rock,1999-08-31,0.038462
Developed,KSBF10023002,Whale Rock,1999-09-30,0.002729
Developed,KSBF10023002,Whale Rock,1999-10-31,0.080409
Developed,KSBF10023002,Whale Rock,1999-11-30,0.124899
Developed,KSBF10023002,Whale Rock,1999-12-31,0.220047
Developed,KSBF10023002,Whale Rock,2000-01-31,-0.03161
Developed,KSBF10023002,Whale Rock,2000-02-29,0.192097
Developed,KSBF10023002,Whale Rock,2000-03-31,-0.026231
Developed,KSBF10023002,Whale Rock,2000-04-30,-0.155658
Developed,KSBF10023002,Whale Rock,2000-05-31,-0.118932
Developed,KSBF10023002,Whale Rock,2000-06-30,0.166378
Developed,KSBF10023002,Whale Rock,2000-07-31,-0.050132
Developed,KSBF10023002,Whale Rock,2000-08-31,0.116814
Developed,KSBF10023002,Whale Rock,2000-09-30,-0.126684
Developed,KSBF10023002,Whale Rock,2000-10-31,-0.082458
Developed,KSBF10023002,Whale Rock,2000-11-30,-0.228861
Developed,KSBF10023002,Whale Rock,2000-12-31,-0.048795
Developed,KSBF10023002,Whale Rock,2001-01-31,0.122476
Developed,KSBF10023002,Whale Rock,2001-02-28,-0.223763
Developed,KSBF10023002,Whale Rock,2001-03-31,-0.14447
Developed,KSBF10023002,Whale Rock,2001-04-30,0.15015
Developed,KSBF10023002,Whale Rock,2001-05-31,-0.002437
Developed,KSBF10023002,Whale Rock,2001-06-30,0.024375
Developed,KSBF10023002,Whale Rock,2001-07-31,-0.061928
Developed,KSBF10023002,Whale Rock,2001-08-31,-0.109116
Developed,KSBF10023002,Whale Rock,2001-09-30,-0.169481
Developed,KSBF10023002,Whale Rock,2001-10-31,0.127906
Developed,KSBF10023002,Whale Rock,2001-11-30,0.142495
Developed,KSBF10023002,Whale Rock,2001-12-31,0.010636
Developed,KSBF10023002,Whale Rock,2002-01-31,-0.008079
Developed,KSBF10023002,Whale Rock,2002-02-28,-0.104483
Developed,KSBF10023002,Whale Rock,2002-03-31,0.066126
Developed,KSBF10023002,Whale Rock,2002-04-30,-0.084989
Developed,KSBF10023002,Whale Rock,2002-05-31,-0.042656
Developed,KSBF10023002,Whale Rock,2002-06-30,-0.093967
Developed,KSBF10023002,Whale Rock,2002-07-31,-0.091998
Developed,KSBF10023002,Whale Rock,2002-08-31,-0.009749
Developed,KSBF10023002,Whale Rock,2002-09-30,-0.108086
Developed,KSBF10023002,Whale Rock,2002-10-31,0.134882
Developed,KSBF10023002,Whale Rock,2002-11-30,0.11248
Developed,KSBF10023002,Whale Rock,2002-12-31,-0.096413
Developed,KSBF10023002,Whale Rock,2003-01-31,-0.010733
Developed,KSBF10023002,Whale Rock,2003-02-28,0.013438
Developed,KSBF10023002,Whale Rock,2003-03-31,0.003208
Developed,KSBF10023002,Whale Rock,2003-04-30,0.092091
Developed,KSBF10023002,Whale Rock,2003-05-31,0.090203
Developed,KSBF10023002,Whale Rock,2003-06-30,0.017256
Developed,KSBF10023002,Whale Rock,2003-07-31,0.06943
Developed,KSBF10023002,Whale Rock,2003-08-31,0.043817
Developed,KSBF10023002,Whale Rock,2003-09-30,-0.012617
Developed,KSBF10023002,Whale Rock,2003-10-31,0.082162
Developed,KSBF10023002,Whale Rock,2003-11-30,0.014867
Developed,KSBF10023002,Whale Rock,2003-12-31,0.022491
Developed,KSBF10023002,Whale Rock,2004-01-31,0.031536
Developed,KSBF10023002,Whale Rock,2004-02-29,-0.017217
Developed,KSBF10023002,Whale Rock,2004-03-31,-0.017175
Developed,KSBF10023002,Whale Rock,2004-04-30,-0.036924
Developed,KSBF10023002,Whale Rock,2004-05-31,0.035174
Developed,KSBF10023002,Whale Rock,2004-06-30,0.031103
Developed,KSBF10023002,Whale Rock,2004-07-31,-0.078113
Developed,KSBF10023002,Whale Rock,2004-08-31,-0.025331
Developed,KSBF10023002,Whale Rock,2004-09-30,0.032377
Developed,KSBF10023002,Whale Rock,2004-10-31,0.041388
Developed,KSBF10023002,Whale Rock,2004-11-30,0.073524
Developed,KSBF10023002,Whale Rock,2004-12-31,0.038184
Developed,KSBF10023002,Whale Rock,2005-01-31,-0.051803
Developed,KSBF10023002,Whale Rock,2005-02-28,-0.004324
Developed,KSBF10023002,Whale Rock,2005-03-31,-0.025006
Developed,KSBF10023002,Whale Rock,2005-04-30,-0.038552
Developed,KSBF10023002,Whale Rock,2005-05-31,0.077236
Developed,KSBF10023002,Whale Rock,2005-06-30,-0.004804
Developed,KSBF10023002,Whale Rock,2005-07-31,0.062411
Developed,KSBF10023002,Whale Rock,2005-08-31,-0.014146
Developed,KSBF10023002,Whale Rock,2005-09-30,0.000329
Developed,KSBF10023002,Whale Rock,2005-10-31,-0.013765
Developed,KSBF10023002,Whale Rock,2005-11-30,0.053948
Developed,KSBF10023002,Whale Rock,2005-12-31,-0.011738
Developed,KSBF10023002,Whale Rock,2006-01-31,0.046771
Developed,KSBF10023002,Whale Rock,2006-02-28,-0.009736
Developed,KSBF10023002,Whale Rock,2006-03-31,0.030882
Developed,KSBF10023002,Whale Rock,2006-04-30,-0.007089
Developed,KSBF10023002,Whale Rock,2006-05-31,-0.06099
Developed,KSBF10023002,Whale Rock,2006-06-30,-0.002627
Developed,KSBF10023002,Whale Rock,2006-07-31,-0.036898
Developed,KSBF10023002,Whale Rock,2006-08-31,0.045152
Developed,KSBF10023002,Whale Rock,2006-09-30,0.034658
Developed,KSBF10023002,Whale Rock,2006-10-31,0.048182
Developed,KSBF10023002,Whale Rock,2006-11-30,0.028584
Developed,KSBF10023002,Whale Rock,2006-12-31,-0.006168
Developed,KSBF10023002,Whale Rock,2007-01-31,0.020366
Developed,KSBF10023002,Whale Rock,2007-02-28,-0.018468
Developed,KSBF10023002,Whale Rock,2007-03-31,0.002855
Developed,KSBF10023002,Whale Rock,2007-04-30,0.043098
Developed,KSBF10023002,Whale Rock,2007-05-31,0.032509
Developed,KSBF10023002,Whale Rock,2007-06-30,-1e-05
Developed,KSBF10023002,Whale Rock,2007-07-31,-0.021506
Developed,KSBF10023002,Whale Rock,2007-08-31,0.020949
Developed,KSBF10023002,Whale Rock,2007-09-30,0.04089
Developed,KSBF10023002,Whale Rock,2007-10-31,0.058847
Developed,KSBF10023002,Whale Rock,2007-11-30,-0.068394
Developed,KSBF10023002,Whale Rock,2007-12-31,-0.002685
Developed,KSBF10023002,Whale Rock,2008-01-31,-0.098654
Developed,KSBF10023002,Whale Rock,2008-02-29,-0.048518
Developed,KSBF10023002,Whale Rock,2008-03-31,0.004055
Developed,KSBF10023002,Whale Rock,2008-04-30,0.058971
Developed,KSBF10023002,Whale Rock,2008-05-31,0.046867
Developed,KSBF10023002,Whale Rock,2008-06-30,-0.090651
Developed,KSBF10023002,Whale Rock,2008-07-31,0.014543
Developed,KSBF10023002,Whale Rock,2008-08-31,0.019137
Developed,KSBF10023002,Whale Rock,2008-09-30,-0.115975
Developed,KSBF10023002,Whale Rock,2008-10-31,-0.176713
Developed,KSBF10023002,Whale Rock,2008-11-30,-0.106099
Developed,KSBF10023002,Whale Rock,2008-12-31,0.02782
Developed,KSBF10023002,Whale Rock,2009-01-31,-0.063504
Developed,KSBF10023002,Whale Rock,2009-02-28,-0.065086
Developed,KSBF10023002,Whale Rock,2009-03-31,0.110236
Developed,KSBF10023002,Whale Rock,2009-04-30,0.123964
Developed,KSBF10023002,Whale Rock,2009-05-31,0.0347
Developed,KSBF10023002,Whale Rock,2009-06-30,0.034683
Developed,KSBF10023002,Whale Rock,2009-07-31,0.078611
Developed,KSBF10023002,Whale Rock,2009-08-31,0.016704
Developed,KSBF10023002,Whale Rock,2009-09-30,0.056921
Developed,KSBF10023002,Whale Rock,2009-10-31,-0.036082
Developed,KSBF10023002,Whale Rock,2009-11-30,0.050489
Developed,KSBF10023002,Whale Rock,2009-12-31,0.058666
Developed,KSBF10023002,Whale Rock,2010-01-31,-0.053371
Developed,KSBF10023002,Whale Rock,2010-02-28,0.04367
Developed,KSBF10023002,Whale Rock,2010-03-31,0.071922
Developed,KSBF10023002,Whale Rock,2010-04-30,0.02682
Developed,KSBF10023002,Whale Rock,2010-05-31,-0.0817
Developed,KSBF10023002,Whale Rock,2010-06-30,-0.064937
Developed,KSBF10023002,Whale Rock,2010-07-31,0.069383
Developed,KSBF10023002,Whale Rock,2010-08-31,-0.061217
Developed,KSBF10023002,Whale Rock,2010-09-30,0.121774
Developed,KSBF10023002,Whale Rock,2010-10-31,0.059059
Developed,KSBF10023002,Whale Rock,2010-11-30,-0.001985
Developed,KSBF10023002,Whale Rock,2010-12-31,0.062833
Developed,KSBF10023002,Whale Rock,2011-01-31,0.018103
Developed,KSBF10023002,Whale Rock,2011-02-28,0.03157
Developed,KSBF10023002,Whale Rock,2011-03-31,0.000221
Developed,KSBF10023002,Whale Rock,2011-04-30,0.033662
Developed,KSBF10023002,Whale Rock,2011-05-31,-0.012042
Developed,KSBF10023002,Whale Rock,2011-06-30,-0.02112
Developed,KSBF10023002,Whale Rock,2011-07-31,-0.005762
Developed,KSBF10023002,Whale Rock,2011-08-31,-0.06279
Developed,KSBF10023002,Whale Rock,2011-09-30,-0.063086
Developed,KSBF10023002,Whale Rock,2011-10-31,0.111958
Developed,KSBF10023002,Whale Rock,2011-11-30,-0.021858
Developed,KSBF10023002,Whale Rock,2011-12-31,-0.005086
Developed,KSBF10023002,Whale Rock,2012-01-31,0.080574
Developed,KSBF10023002,Whale Rock,2012-02-29,0.055851
Developed,KSBF10023002,Whale Rock,2012-03-31,0.042829
Developed,KSBF10023002,Whale Rock,2012-04-30,-0.01403
Developed,KSBF10023002,Whale Rock,2012-05-31,-0.070412
Developed,KSBF10023002,Whale Rock,2012-06-30,0.03912
Developed,KSBF10023002,Whale Rock,2012-07-31,0.001943
Developed,KSBF10023002,Whale Rock,2012-08-31,0.045509
Developed,KSBF10023002,Whale Rock,2012-09-30,0.01699
Developed,KSBF10023002,Whale Rock,2012-10-31,-0.043957
Developed,KSBF10023002,Whale Rock,2012-11-30,0.013859
Developed,KSBF10023002,Whale Rock,2012-12-31,0.006217
Developed,KSBF10023002,Whale Rock,2013-01-31,0.040816
Developed,KSBF10023002,Whale Rock,2013-02-28,0.00756
Developed,KSBF10023002,Whale Rock,2013-03-31,0.034861
Developed,KSBF10023002,Whale Rock,2013-04-30,0.019316
Developed,KSBF10023002,Whale Rock,2013-05-31,0.040126
Developed,KSBF10023002,Whale Rock,2013-06-30,-0.014197
Developed,KSBF10023002,Whale Rock,2013-07-31,0.066351
Developed,KSBF10023002,Whale Rock,2013-08-31,-0.008208
Developed,KSBF10023002,Whale Rock,2013-09-30,0.051402
Developed,KSBF10023002,Whale Rock,2013-10-31,0.039809
Developed,KSBF10023002,Whale Rock,2013-11-30,0.037927
Developed,KSBF10023002,Whale Rock,2013-12-31,0.02969
Developed,KSBF10023002,Whale Rock,2014-01-31,-0.016948
Developed,KSBF10023002,Whale Rock,2014-02-28,0.05148
Developed,KSBF10023002,Whale Rock,2014-03-31,-0.024494
Developed,KSBF10023002,Whale Rock,2014-04-30,-0.019625
Developed,KSBF10023002,Whale Rock,2014-05-31,0.032998
Developed,KSBF10023002,Whale Rock,2014-06-30,0.039953
Developed,KSBF10023002,Whale Rock,2014-07-31,-0.008202
Developed,KSBF10023002,Whale Rock,2014-08-31,0.049909
Developed,KSBF10023002,Whale Rock,2014-09-30,-0.018157
Developed,KSBF10023002,Whale Rock,2014-10-31,0.031007
Developed,KSBF10023002,Whale Rock,2014-11-30,0.037008
Developed,KSBF10023002,Whale Rock,2014-12-31,-0.010851
Developed,KSBF10023002,Whale Rock,2015-01-31,-0.020629
Developed,KSBF10023002,Whale Rock,2015-02-28,0.072949
Developed,KSBF10023002,Whale Rock,2015-03-31,-0.011631
Developed,KSBF10023002,Whale Rock,2015-04-30,0.008813
Developed,KSBF10023002,Whale Rock,2015-05-31,0.027628
Developed,KSBF10023002,Whale Rock,2015-06-30,-0.015573
Developed,KSBF10023002,Whale Rock,2015-07-31,0.028825
Developed,KSBF10023002,Whale Rock,2015-08-31,-0.067014
Developed,KSBF10023002,Whale Rock,2015-09-30,-0.032047
