Date,SBMMTB3 Index,SPX Index,NDDUWI Index,M1WO000G Index,MLCLEUR Index,RAG Index,RAY Index,CCMP Index,MIMUEURN Index,NDDUE15 Index,NDUGE15 Index,SPBSMIT Index,TPX Index,RGUSHSBT Index,RU30VATR Index,LG30TRUU Index,LBUSTRUU Index,SP5NINFT Index,SP5NINDU Index,LG57TRUU Index,S5COND Index,S5CONS Index,MXWD Index,MXCN Index,RGUSH Index,FTR1GRCH Index,M1FMASN Index,MBCN1A Index,R1FqF Index,H0A0 Index,SPLGAL Index,SPUHYBD Index,MXMS Index,LD19TRUU Index,MXEFSC Index,MXEA Index,NSELMTR Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/31/1999,0.003734,0.041816,0.021752,0.035133,0.021346,0.057693,0.033967,0.142932,-0.001796,-0.006438,0.003963,0,0.035267,0.050472,0.00557,0.001646,0.007137,0.1728,0.016,0,0.056805,-0.021936,0.019799,-0.185979,-0.001864,-0.071059,0,0.004186,0,0,0,0.007346,0.025952,0.007175,-0.039456,-0.003827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/28/1999,0.003408,-0.031086,-0.026743,-0.039885,0.004997,-0.049061,-0.035411,-0.086684,-0.02277,-0.025379,-0.039275,0,-0.004459,-0.125374,-0.018251,0.001094,-0.017457,-0.122783,-0.017224,0,0.002518,-0.041983,-0.025356,-0.042441,-0.004317,0.008539,0,-0.02018865,0,0,0,-0.017391,-0.038611,-0.004156,-0.021425,-0.024424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/31/1999,0.003816,0.040008,0.04149,0.036827,0.017996,0.051428,0.036676,0.076221,0.008737,0.010913,-0.02066,0,0.136404,-0.060614,0.01859,0.028017,0.005542,0.090591,0.040661,0,0.044621,-0.019883,0.04598,0.136044,0.020301,0.122096,0,0.01429135,0,0,0,-0.002719,0.127305,0.006728,0.120277,0.043917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/30/1999,0.003696,0.038717,0.039281,-0.001768,0.046112,0.007287,0.04515,0.033301,0.031191,0.029797,-0.009831,0,0.055168,0.030006,0.093251,0.03553,0.003168,0.011141,0.085266,0,0.026269,0.012204,0.043211,0.251358,-0.061286,0.205899,0,0.02634235,0,0,0,0.009936,0.133651,0.004568,0.128113,0.041134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/1999,0.003838,-0.023666,-0.036676,-0.035,-0.040144,-0.028334,-0.01901,-0.028178,-0.03938,-0.048028,-0.036875,0,-0.029836,0.041361,-0.008075,-0.023647,-0.008759,-0.012605,-0.029352,0,-0.042446,0.003063,-0.033773,0.00467,-0.020653,-0.070531,0,-0.0292579,0,0,0,-0.021607,0.030959,-0.005642,-0.004078,-0.04796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/30/1999,0.003706,0.055497,0.046501,0.061348,0.028661,0.068717,0.050608,0.087647,0.016393,0.016879,0.01608,0,0.091901,0.039179,0.029553,0.011604,-0.003186,0.11855,0.06596,0,0.059909,-0.010136,0.050327,0.470488,0.041426,0.120445,0,0.02033155,0,0,0,-0.008209,0.198799,-0.003388,0.076528,0.040149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/31/1999,0.003905,-0.031234,-0.003135,-0.011159,-0.023609,-0.031763,-0.030323,-0.017528,0.016571,0.009288,-0.010208,0,0.044319,0.181382,-0.028894,-0.001223,-0.004257,-0.006864,-0.036767,0,-0.058129,-0.008464,-0.004501,-0.124075,-0.045016,-0.042751,0,2.01E-05,0,0,0,-0.00604,-0.024867,-0.006798,-0.014008,0.02937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/1999,0.003959,-0.00497,-0.001913,0.0122,0.021357,0.012423,-0.011356,0.038462,0.014512,0.010159,0.016233,0,-0.014716,0.07659,-0.037029,-0.00743,-0.000509,0.061315,-0.009698,0,-0.034029,-0.017774,-0.000924,-0.007816,0.02806,0.017325,0,0.004306,0,0,0,-0.017741,0.042021,0,-0.014898,0.004162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/30/1999,0.003921,-0.027416,-0.009833,0.001551,-0.019433,-0.01831,-0.025557,0.002729,-0.005065,-0.007709,-0.004819,0,0.036889,0.0018,-0.03386,0.003678,0.011609,-0.004316,-0.003774,0,0.005192,-0.102044,-0.010638,-0.041431,-0.079485,-0.055728,0,-0.0083711,0,0,0,-0.013153,-0.092232,0.01617,-0.04475,0.010316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/31/1999,0.00408,0.063274,0.051843,0.065365,0.04712,0.072022,0.062723,0.080409,0.026998,0.036796,0.054799,0,0.037876,0.046204,0.05193,0.01007,0.00369,0.017719,0.02381,0,0.071087,0.072757,0.050112,-0.082876,0.098356,0.032019,0,0.0338024,0,0,0,-0.015065,0.019122,0.005557,0.007181,0.036913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/30/1999,0.004043,0.020321,0.028003,0.058548,0.070578,0.057375,0.027943,0.124899,0.03109,0.026969,0.060714,0,0.049674,0.26338,-0.006953,0.01653,-0.000072,0.11268,-0.03321,0,0.010991,0.014201,0.030949,-0.019105,0.015471,0.116361,0,0.0214323,0,0,0,0.006542,0.084923,0.000754,0.05906,0.034417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/31/1999,0.004268,0.058882,0.080817,0.114376,0.103145,0.108908,0.063801,0.220047,0.099532,0.102496,0.123624,0,0.049322,0.411186,0.006534,0.025271,-0.004822,0.199718,0.102779,0,0.096491,-0.033284,0.083074,-0.075219,-0.063152,0.09992,0,0.0702,0,0,0,0.00056,0.068158,-0.002677,0.103157,0.089289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2000,0.004394,-0.050242,-0.057381,-0.062765,-0.055762,-0.044203,-0.039204,-0.03161,-0.059076,-0.071224,-0.048515,0,-0.008232,0.329586,-0.032182,-0.005418,-0.003274,-0.076798,-0.091217,0,-0.083131,-0.066874,-0.054527,-0.043617,0.063967,-0.047808,0,-0.0459155,0,0,0,-0.01352,0.066878,-0.008389,0.066769,-0.064241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/29/2000,0.004264,-0.018938,0.002577,0.03467,0.069978,0.062446,0.009256,0.192097,0.059849,0.052149,0.079688,0,0.006567,0.827746,-0.065182,0.020908,0.012094,0.134966,-0.043004,0,-0.057372,-0.10176,0.003319,-0.183591,-0.045057,0.029937,0,0.03159915,0,0,0,-0.000903,-0.043997,0.011337,-0.011712,0.026731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/31/2000,0.004694,0.097831,0.068995,0.059508,0.016893,0.056551,0.078338,-0.026231,0.008044,0.02415,0.014193,0,-0.004263,-0.489136,0.11314,-0.000748,0.013174,0.083712,0.135569,0,0.114259,-0.010822,0.066384,0.026251,0.011241,0.030153,0,0.0301236,0,0,0,-0.020623,0.025212,0.010959,-0.024886,0.040061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/30/2000,0.004694,-0.030092,-0.042397,-0.067153,-0.010012,-0.051442,-0.035238,-0.155658,-0.053125,-0.044144,-0.046382,0,-0.033448,-0.044863,-0.010456,-0.006632,-0.002863,-0.090555,0.018154,0,-0.019342,0.025991,-0.044675,0.094427,0.057043,-0.101645,0,-0.0301533,0,0,0,-0.004143,-0.11756,0.000662,-0.07841,-0.051818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2000,0.004888,-0.020566,-0.025436,-0.059367,-0.008849,-0.052907,-0.028092,-0.118932,-0.009894,-0.008177,-0.045714,0,-0.076401,-0.086994,0.008761,-0.016572,-0.000459,-0.10483,-0.005998,0,-0.04503,0.095769,-0.02506,0.033829,0.045169,-0.061033,0,-0.00889375,0,0,0,-0.020391,-0.051374,0.000331,-0.073187,-0.022634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/30/2000,0.004691,0.024653,0.033548,0.061033,-0.007897,0.079302,0.029531,0.166378,0.023272,0.021467,0.014004,0,0.045293,0.433796,-0.040648,0.030444,0.020805,0.114865,-0.024552,0,-0.024403,0.01138,0.033934,0.134366,0.099518,0.0428,0,0.0188858,0,0,0,0.012685,0.032948,0.02141,-0.014338,0.039801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/31/2000,0.004845,-0.015573,-0.028271,-0.050359,0.007226,-0.044756,-0.017665,-0.050132,-0.016381,-0.015976,-0.040423,0,-0.086967,-0.10875,0.013906,0.014161,0.009077,-0.047741,0.009746,0,-0.011594,-0.009367,-0.029658,-0.018935,-0.05787,0.023686,0,-0.01110855,0,0,0,0.002118,-0.085016,0.006556,-0.029204,-0.042198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2000,0.004955,0.062099,0.032405,0.035388,0.02782,0.091509,0.075993,0.116814,-0.006709,-0.011769,-0.017583,0,0.040224,0.221722,0.054901,0.01319,0.014494,0.11196,0.09081,0,-0.018717,-0.013905,0.031426,-0.040682,0.032956,0.005948,0,0.0099644,0,0,0,-0.005074,-0.020405,0.015116,-0.003717,0.009149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/30/2000,0.004974,-0.052796,-0.05329,-0.088629,-0.053165,-0.091588,-0.045281,-0.126684,-0.048925,-0.046819,-0.056317,0,-0.024369,0.007179,0.008183,-0.011035,0.006287,-0.187218,-0.011926,0,-0.021362,0.046435,-0.054962,-0.121826,0.042923,-0.104204,0,-0.03356315,0,0,0,-0.012639,-0.131736,0.010535,-0.096524,-0.048491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/31/2000,0.005239,-0.004233,-0.016878,-0.042078,0.021178,-0.049684,-0.014237,-0.082458,-0.021671,-0.007583,-0.023787,0,-0.061741,-0.075652,0.022748,-0.029854,0.006617,-0.057933,0.026086,-0.007884,-0.018777,0.11725,-0.020002,-0.046701,0.021232,-0.084412,0,-0.0057083,0,0,0,-0.034221,-0.097346,0.007133,-0.093526,-0.024202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/30/2000,0.005114,-0.078839,-0.060838,-0.077187,-0.054612,-0.149692,-0.092168,-0.228861,-0.044421,-0.038723,-0.053147,0,-0.012499,-0.22463,-0.036063,-0.026344,0.016351,-0.205855,-0.042271,0.016288,-0.057588,0.045595,-0.062064,-0.133144,0.017621,-0.051944,0,-0.03845275,0,0,0,-0.035925,-0.043826,0.015176,-0.05702,-0.037901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/31/2000,0.005256,0.004887,0.016044,-0.018922,-0.003278,-0.025675,0.016804,-0.048795,0.068001,0.068932,0.054595,0,-0.057753,0.026942,0.053746,0.030605,0.01855,-0.109743,0.01149,0.028814,0.035879,0.038634,0.016329,0.008164,0.034042,0.03479,0,0.0425874,0,0,0,0.010809,-0.04074,0.016636,-0.01468,0.035073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2001,0.005164,0.035479,0.019256,0.030172,0.015145,0.069911,0.034191,0.122476,0.004119,0.000458,-0.011038,0,0.012951,-0.024126,0.00543,0.066794,0.016354,0.179174,-0.010106,0.005778,0.135511,-0.06174,0.025425,0.145015,-0.082373,0.108616,0,0.0083811,0,0,0,0.050831,0.200136,0.015685,0.101501,-0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2001,0.004318,-0.091189,-0.084623,-0.127605,-0.083212,-0.167461,-0.09136,-0.223763,-0.083411,-0.087789,-0.109877,0,-0.045003,-0.179155,-0.026021,0.003202,0.008711,-0.280032,-0.01472,0.001723,-0.076773,0.012495,-0.083968,-0.091217,-0.005399,-0.039357,0,-0.06547645,0,0,0,0.006394,-0.060726,0.006162,-0.033866,-0.074778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/31/2001,0.004407,-0.06335,-0.065851,-0.081007,-0.047584,-0.107516,-0.065183,-0.14447,-0.080016,-0.074589,-0.085232,0,0.033254,-0.206829,-0.034013,-0.022659,0.00502,-0.127121,-0.082972,-0.018294,-0.046204,-0.050593,-0.067247,-0.162204,-0.082083,-0.093512,0,-0.0529588,0,0,0,-0.029659,-0.109203,0.005682,-0.069398,-0.066187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/30/2001,0.003837,0.077702,0.073714,0.080609,0.068374,0.126167,0.080194,0.15015,0.068275,0.071063,0.076955,0,0.069838,0.242898,0.04885,-0.010544,-0.00415,0.169288,0.122099,0.00133,0.086081,-0.007708,0.072863,0.10148,0.04278,0.006893,0,0.0560827,0,0,0,-0.023219,0.000677,0.001247,0.010436,0.070306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2001,0.003658,0.006651,-0.013031,-0.020183,-0.025236,-0.011918,0.008031,-0.002437,-0.04601,-0.048752,-0.059036,0,-0.040676,0.105148,0.02269,0.019416,0.006032,-0.049973,0.02974,0.004476,0.028289,0.019195,-0.011053,0.027301,0.017687,-0.012859,0,-0.0242929,0,0,0,0.011745,0.008555,0.006449,0.013984,-0.034246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/30/2001,0.003212,-0.024345,-0.031472,-0.03497,-0.034561,-0.019279,-0.018443,0.024375,-0.039914,-0.037803,-0.04313,0,-0.007336,0.069848,-0.017833,-0.014071,0.003778,0.01174,-0.039645,-0.007672,-0.015026,-0.03033,-0.030419,0.032959,-0.029098,-0.025691,0,-0.02367725,0,0,0,-0.027148,-0.019053,0.002184,-0.020148,-0.039912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/31/2001,0.00314,-0.009854,-0.013366,-0.014845,-0.026051,-0.029205,-0.016469,-0.061928,-0.000278,0.002487,-0.002901,0,-0.08504,-0.166466,-0.003539,-0.015719,0.022357,-0.059499,-0.033152,0.019732,0.002969,0.008477,-0.015735,-0.135469,0.02791,-0.076318,0,-0.00114095,-0.001662,0,0,0.005372,-0.054834,0.018309,-0.062332,-0.018104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2001,0.00304,-0.062627,-0.048147,-0.061688,-0.060357,-0.080526,-0.05904,-0.109116,-0.022915,-0.026036,-0.043812,0,-0.072654,-0.039715,-0.03756,0.026365,0.011451,-0.126164,-0.043269,0.029847,-0.105043,0.041423,-0.045881,-0.21639,-0.032902,-0.074248,0,-0.0253678,-0.051964,0,0,0.002329,-0.000073,0.009275,0.008982,-0.025137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/30/2001,0.00287,-0.080765,-0.088249,-0.083131,-0.106827,-0.103948,-0.088227,-0.169481,-0.111183,-0.099795,-0.0909,0,-0.069711,-0.17125,-0.073198,-0.058,0.011653,-0.196567,-0.122621,0.009694,-0.126432,-0.017858,-0.091429,-0.034076,-0.004487,-0.141875,0,-0.07181515,-0.067761,0,0,-0.069443,-0.150189,0.015481,-0.131526,-0.101394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/31/2001,0.002615,0.019054,0.019095,0.04254,0.042538,0.055198,0.023268,0.127906,0.03661,0.031792,0.044064,0,0.035136,0.142851,-0.006275,0.012627,0.020926,0.173673,0.020035,0.005327,0.023081,-0.00482,0.02134,0.025528,0.003163,0.04302,0,0.02279295,0.010398,0,0,0.019543,0.067594,0.014132,0.03269,0.025807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/30/2001,0.002128,0.076709,0.059008,0.075915,0.048,0.09523,0.077023,0.142495,0.042269,0.040141,0.046806,0,-0.008586,0.067803,0.059083,0.021714,-0.013787,0.170728,0.093154,-0.011871,0.136643,0.023141,0.061609,0.097453,0.047605,0.113304,0,0.03801415,0.07082,0,0,0.022886,0.142703,-0.009747,0.100241,0.03705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/31/2001,0.001754,0.00876,0.006185,0.004889,0.020405,0.002244,0.014092,0.010636,0.02139,0.025616,0.024916,0,-0.016932,0.035963,0.0262,-0.00147,-0.00635,-0.019436,0.045268,-0.020664,0.024826,0.00719,0.009532,0.003397,-0.027461,0.08521,0,0.0173457,0.008543,0,0,-0.011849,0.094591,-0.003951,0.060712,0.005961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2002,0.001561,-0.014584,-0.030397,-0.032684,-0.0243,-0.018889,-0.012537,-0.008079,-0.046204,-0.052253,-0.04707,0,-0.058435,-0.155211,-0.00618,0.008282,0.008095,0.013683,-0.05282,-0.008518,-0.008731,0.012035,-0.02743,-0.093881,-0.019536,-0.0164,0,-0.0308563,-0.000391,0,0,-0.000553,0.046308,0.009256,0.053904,-0.053092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2002,0.001336,-0.019307,-0.008795,0.002649,-0.008975,-0.043061,-0.020451,-0.104483,-0.0025,-0.000169,0.007247,0,0.043505,-0.10566,0.001945,0.00229,0.009691,-0.140154,0.025196,0.008344,0.01272,0.040497,-0.00738,0.008022,-0.005627,-0.037975,0,-0.00384915,-0.006033,0,-0.000955,-0.016206,0.028011,0.011516,0.003708,0.007048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/31/2002,0.001475,0.037609,0.04405,0.022693,0.043806,0.038027,0.043847,0.066126,0.056306,0.054193,0.035329,0,0.050727,0.06048,0.049352,0.018196,-0.016636,0.061913,0.01521,-0.004591,0.018546,0.035543,0.0451,0.056463,0.008549,0.058432,0,0.0389443,0.022679,0,0.010211,0.013221,0.070127,-0.011044,0.07689,0.054563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/30/2002,0.001443,-0.060642,-0.03399,-0.040987,-0.041242,-0.07748,-0.052463,-0.084989,-0.003185,-0.007633,-0.011583,0,0.020635,-0.143539,-0.028997,0.015411,0.019392,-0.123929,-0.093448,0.028184,-0.040711,0.019803,-0.031703,0.043652,-0.060731,0.021588,0,-0.01433,-0.05552,0,0.010049,0.009049,0.00286,0.019439,0.009989,0.007209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2002,0.001494,-0.007427,0.001667,-0.005426,-0.033492,-0.026715,-0.011586,-0.042656,0.002332,-0.003062,-0.018591,0,0.035194,-0.092154,0.001909,-0.003868,0.008497,-0.03848,0.002334,0.021813,-0.001379,0.009367,0.001338,0.014075,-0.024953,-0.033889,0,-0.0036278,-0.00813,0,0.000674,-0.014253,-0.018129,0.00737,-0.023676,0.013511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/30/2002,0.001439,-0.071151,-0.060847,-0.057838,-0.083369,-0.091936,-0.07191,-0.093967,-0.035756,-0.034716,-0.01794,0,-0.084799,-0.099575,-0.054627,-0.066094,0.008647,-0.121535,-0.057196,0.032504,-0.080394,-0.057633,-0.060987,-0.033584,-0.092925,-0.065687,0,-0.03311605,-0.071791,0,-0.00723,-0.078191,-0.044175,0.00886,-0.076705,-0.039448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/31/2002,0.001465,-0.077947,-0.084378,-0.070531,-0.114359,-0.06179,-0.079509,-0.091998,-0.107801,-0.111268,-0.118147,0,-0.0584,-0.043743,-0.09707,-0.049056,0.012066,-0.083458,-0.042486,0.009633,-0.11746,-0.044739,-0.083894,-0.043711,-0.030586,-0.055592,0,-0.07673295,-0.072212,0,-0.004599,-0.047555,-0.040119,0.012109,-0.02933,-0.098708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2002,0.001446,0.006544,0.001708,-0.000313,0.004547,0.002775,0.004732,-0.009749,0.000162,-0.000183,-0.007175,0,-0.02404,-0.083878,0.00671,0.043266,0.016884,-0.012222,-0.021876,0.014316,0.026599,0.010335,0.002659,-0.019496,0.007916,-0.044052,0,0.00120725,0.001994,0,-0.00159,0.021233,-0.01097,0.008677,-0.001903,-0.002046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/30/2002,0.001379,-0.108682,-0.1101,-0.099291,-0.14716,-0.101776,-0.105067,-0.108086,-0.130007,-0.13155,-0.098208,0,-0.018282,-0.056321,-0.108445,-0.0211,0.016196,-0.175294,-0.12016,0.013374,-0.085918,-0.072053,-0.109669,-0.079595,-0.058394,-0.112877,0,-0.09302115,-0.089755,0,0.001464,-0.022923,-0.120844,0.008212,-0.116064,-0.107122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/31/2002,0.00139,0.088019,0.073684,0.077778,0.106611,0.089099,0.079626,0.134882,0.092411,0.096655,0.090006,0,-0.06384,0.013893,0.069839,0.019039,-0.004555,0.222806,0.038249,-0.001768,0.065001,0.036067,0.073615,0.005717,0.054333,0.056471,0,0.06943295,0.083675,0,-0.007613,-0.01336,0.048842,0.003167,0.050684,0.053772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/30/2002,0.001276,0.058858,0.053764,0.036328,0.045936,0.05708,0.060514,0.11248,0.048806,0.049103,0.022619,0,0.035403,0.121061,0.064143,0.056434,-0.000266,0.168712,0.063402,0.002633,0.049668,-0.028854,0.054619,0.041401,0.022909,0.036748,0,0.03942845,0.04176,0,0.011552,0.048648,0.067935,-0.001611,0.064866,0.045383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/31/2002,0.001196,-0.058752,-0.048586,-0.038663,-0.081067,-0.069071,-0.056541,-0.096413,-0.033917,-0.036261,-0.022312,0,-0.055005,-0.125322,-0.043383,0.024726,0.020656,-0.144357,-0.046156,0.040625,-0.086505,0.005245,-0.047419,-0.037804,-0.04034,-0.065769,0,-0.03095275,-0.047858,0,0.009138,0.007271,-0.055005,0.011746,-0.024173,-0.033434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2003,0.001094,-0.026197,-0.030474,-0.036079,-0.068289,-0.024453,-0.024468,-0.010733,-0.046391,-0.047308,-0.051792,0,-0.026149,-0.070239,-0.024486,0.034957,0.000854,-0.016769,-0.048503,0.013047,-0.032699,-0.035182,-0.029258,0.047882,-0.004233,0.059078,0,-0.0306395,-0.03411,0,0.008753,0.022457,0.016657,0.002233,0.03058,-0.041694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
