Date,KSBF10010002,KSBF20020002,KSBF10022002,KSBF10021002,KSBF10023002,KSBF20018002,KSBF20019002,KSBF30027002,KSBF35011002,KSBF35013002,KSBF70010002,KSBF70093002,KSBF70076002,KSBF15011102,KSBF20012002,KSBF35010002,KSBF70011002,KSBF70081002,KSBF70085002,KSBF70016002,KSBF70032002,KSBF70068002,KSBF70039002,KSBF60012102,KSBF70086002,KSBF70087002,KSBF70057002,KSBF70045002,KSBF70084002,KSBF70050002,KSBF70090002,KSBF70083102,KSBF70078002,KSBF70094002,KSBF70091002,KSBF70089002,KSBF70092002,KSBF70097002,KSBF70046002,KSBF70095002,KSBF70053102,KSBF70052002,KSBF70013002,KSBF70053002,KSBF70029002,KSBF70062002,KSBF70055002,KSBF70061002,KSBF70020002,KSBF70054002,KSBF70054102,KSBF70021002,KSBF70058002,KSBF70028002,KSBF70082002,KSBF70079002,KSBF70022002,KSBF70066002,KSBF70047002,KSBF70047102,KSBF70070002,KSBF70075002,KSBF70083002,KSBF70043002,KSBF70060002,KSBF70088002,KSBF70080002,KSBF30028002,KSBF30017002,KSBF30017102,KSBF30024002,KSBF30024102,KSBF30024302,KSBF30025002,KSBF30016002,KSBF30024402
2000-12-31,0.004887,-0.003278,-0.02439125,0.0,-0.048795,0.068001,0.0425874,0.034711799999999994,-0.0170298,-0.0170298,-0.018922,-0.057753,0.0242478,0.016044,0.035073,0.016044,0.021216430000000005,-0.048936509999999996,0.0242478,0.004813199999999999,0.0019548,0.028814,0.005256,0.005256,0.005256,0.005256,0.0119147,0.01855,-0.03171675,0.005256,0.005961040000000001,0.041733900000000004,-0.005855399999999999,0.0097974,0.004082,0.004813199999999999,0.005256,0.0016044,0.0,0.001306110000000001,0.022623,0.0,-0.048795,0.0,0.010809,0.0,0.0,0.005256,0.0029322,0.0,0.0,-0.016296,0.0,0.010809,0.0,0.010809,0.004813199999999999,-0.016296,0.0,0.0,0.0,0.026942,0.0,0.0029322,0.016636,0.0,0.0,0.0016328,0.0250488,0.0425874,0.0,0.0,0.0,0.00026280000000000005,-0.01468,0.0
2001-01-31,0.035479,0.015145,0.06641545,0.0,0.122476,0.004119,0.008381099999999999,0.0075688,0.0271548,0.0271548,0.030172,0.012951,-0.0217134,0.019256,-0.0005,0.019256,0.013088700000000002,0.0818874,-0.0217134,0.0057767999999999995,0.014191599999999999,0.005778,0.005164,0.005164,0.005164,0.005164,-0.02883055,0.016354,0.0796094,0.005164,0.0059016799999999986,0.011513200000000001,0.01469712,0.015255,0.0725075,0.0057767999999999995,0.005164,0.0019256,0.0,0.08469304999999999,0.044960400000000005,0.0,0.122476,0.0,0.050831,0.0,0.0,0.005164,0.021287399999999998,0.0,0.0,0.08005440000000001,0.0,0.050831,0.0,0.050831,0.0057767999999999995,0.08005440000000001,0.0,0.0,0.0,-0.024126,0.0,0.021287399999999998,0.015685,0.0,0.0,0.029003,0.07820352,0.0083811,0.0,0.0,0.0,0.00025820000000000004,0.101501,0.0
2001-02-28,-0.091189,-0.083212,-0.15908794999999998,0.0,-0.223763,-0.083411,-0.06547645,-0.10240180000000002,-0.1148445,-0.1148445,-0.127605,-0.045003,-0.1612395,-0.084623,-0.074778,-0.084623,-0.005510180000000001,-0.13500063999999998,-0.1612395,-0.0253869,-0.036475600000000004,0.001723,0.004318,0.004318,0.004318,0.004318,-0.0018896499999999999,0.008711,-0.14544595,0.004318,-0.00514224,-0.017030899999999998,-0.026851559999999997,-0.050380799999999996,-0.0456085,-0.0253869,0.004318,-0.0084623,0.0,-0.08811985,-0.014139800000000003,0.0,-0.223763,0.0,0.006394,0.0,0.0,0.004318,-0.0547134,0.0,0.0,-0.024290400000000004,0.0,0.006394,0.0,0.006394,-0.0253869,-0.024290400000000004,0.0,0.0,0.0,-0.179155,0.0,-0.0547134,0.006162,0.0,0.0,-0.018243400000000003,-0.02833704,-0.06547645,0.0,0.0,0.0,0.0002159,-0.033866,0.0
2001-03-31,-0.06335,-0.047584,-0.1021402,0.0,-0.14447,-0.080016,-0.05295880000000001,-0.0764792,-0.0729063,-0.0729063,-0.081007,0.033254,-0.1861461,-0.065851,-0.066187,-0.065851,-0.011600390000000002,-0.07883043,-0.1861461,-0.0197553,-0.02534,-0.018294,0.004407,0.004407,0.004407,0.004407,-0.02872905,0.00502,-0.09390549999999999,0.004407,-0.007743760000000001,-0.0251936,-0.0173364,-0.0403482,-0.081102,-0.0197553,0.004407,-0.006585100000000001,0.0,-0.055581759999999994,-0.025884200000000003,0.0,-0.14447,0.0,-0.029659,0.0,0.0,0.004407,-0.03801,0.0,0.0,-0.0436812,0.0,-0.029659,0.0,-0.029659,-0.0197553,-0.0436812,0.0,0.0,0.0,-0.206829,0.0,-0.03801,0.005682,0.0,0.0,-0.0324408,-0.06732864,-0.0529588,0.0,0.0,0.0,0.00022035000000000002,-0.069398,0.0
2001-04-30,0.077702,0.068374,0.11985865,0.0,0.15015,0.068275,0.056082700000000006,0.0772538,0.0725481,0.0725481,0.080609,0.069838,0.2186082,0.073714,0.070306,0.073714,0.013247500000000002,0.10764812999999998,0.2186082,0.0221142,0.0310808,0.00133,0.003837,0.003837,0.003837,0.003837,0.014972999999999998,-0.00415,0.0975975,0.003837,0.0062698400000000005,0.033908,0.018018,0.043717799999999994,0.05074,0.0221142,0.003837,0.0073714,0.0,0.07261059,0.0091838,0.0,0.15015,0.0,-0.023219,0.0,0.0,0.003837,0.046621199999999995,0.0,0.0,0.0002708,0.0,-0.023219,0.0,-0.023219,0.0221142,0.0002708,0.0,0.0,0.0,0.242898,0.0,0.046621199999999995,0.001247,0.0,0.0,0.020296,0.00496296,0.0560827,0.0,0.0,0.0,0.00019185000000000003,0.010436,0.0
2001-05-31,0.006651,-0.025236,-0.0113221,0.0,-0.002437,-0.04601,-0.0242929,-0.0327612,-0.0181647,-0.0181647,-0.020183,-0.040676,0.0946332,-0.013031,-0.034246,-0.013031,0.010363,-0.016647109999999996,0.0946332,-0.003909299999999999,0.0026604000000000003,0.004476,0.003658,0.003658,0.003658,0.003658,0.00619045,0.006032,-0.00158405,0.003658,0.0037987200000000002,0.018556199999999995,-0.00029244,-0.0066318,0.0136505,-0.003909299999999999,0.003658,-0.0013031,0.0,0.010399090000000001,0.009774999999999999,0.0,-0.002437,0.0,0.011745,0.0,0.0,0.003658,0.0039905999999999995,0.0,0.0,0.003422,0.0,0.011745,0.0,0.011745,-0.003909299999999999,0.003422,0.0,0.0,0.0,0.105148,0.0,0.0039905999999999995,0.006449,0.0,0.0,0.0054602,-0.00925848,-0.0242929,0.0,0.0,0.0,0.0001829,0.013984,0.0
2001-06-30,-0.024345,-0.034561,-0.01831505,0.0,0.024375,-0.039914,-0.023677250000000004,-0.035616,-0.031473,-0.031473,-0.03497,-0.007336,0.0628632,-0.031472,-0.039912,-0.031472,-0.006140290000000001,-0.003600550000000001,0.0628632,-0.0094416,-0.009738,-0.007672,0.003212,0.003212,0.003212,0.003212,-0.010184299999999999,0.003778,0.01584375,0.003212,-0.00362848,-0.0132478,0.002925,-0.0182514,0.0164795,-0.0094416,0.003212,-0.0031472,0.0,0.00047736000000000046,-0.0140946,0.0,0.024375,0.0,-0.027148,0.0,0.0,0.003212,-0.014606999999999998,0.0,0.0,-0.007621200000000001,0.0,-0.027148,0.0,-0.027148,-0.0094416,-0.007621200000000001,0.0,0.0,0.0,0.069848,0.0,-0.014606999999999998,0.002184,0.0,0.0,0.006591800000000001,-0.01849752,-0.02367725,0.0,0.0,0.0,0.0001606,-0.020148,0.0
2001-07-31,-0.009854,-0.026051,-0.02774475,-0.0014958,-0.061928,-0.000278,-0.0011409500000000002,-0.0056822,-0.0133605,-0.0133605,-0.014845,-0.08504,-0.14981940000000002,-0.013366,-0.018104,-0.013366,-0.00240677,-0.03558949,-0.14981940000000002,-0.0040098,-0.0039416,0.019732,0.00314,0.00314,0.00314,0.00314,0.0097685,0.022357,-0.040253199999999996,0.00314,0.00091568,-0.0034212,-0.00743136,-0.009441,-0.0677345,-0.0040098,0.00314,-0.0013366,0.0,-0.01494337,-0.0114766,0.0,-0.061928,0.0,0.005372,0.0,0.0,0.00314,-0.0059124,0.0,0.0,-0.0219336,0.0,0.005372,0.0,0.005372,-0.0040098,-0.0219336,0.0,0.0,0.0,-0.166466,0.0,-0.0059124,0.018309,0.0,0.0,-0.0270938,-0.05494896,-0.00114095,0.0,0.0,0.0,0.00015700000000000002,-0.062332,0.0
2001-08-31,-0.062627,-0.060357,-0.07649969999999999,-0.046767600000000006,-0.109116,-0.022915,-0.025367800000000003,-0.051337999999999995,-0.0555192,-0.0555192,-0.061688,-0.072654,-0.035743500000000004,-0.048147,-0.025137,-0.048147,-0.005650050000000002,-0.06924895,-0.035743500000000004,-0.0144441,-0.0250508,0.029847,0.00304,0.00304,0.00304,0.00304,-0.0115157,0.011451,-0.0709254,0.00304,-0.0050896,-0.0230475,-0.01309392,-0.027528599999999997,-0.108195,-0.0144441,0.00304,-0.004814700000000001,0.0,-0.06933693,0.006797599999999997,0.0,-0.109116,0.0,0.002329,0.0,0.0,0.00304,-0.0375762,0.0,0.0,-2.92e-05,0.0,0.002329,0.0,0.002329,-0.0144441,-2.92e-05,0.0,0.0,0.0,-0.039715,0.0,-0.0375762,0.009275,0.0,0.0,-0.043278000000000004,-0.053458559999999995,-0.0253678,0.0,0.0,0.0,0.000152,0.008982,0.0
2001-09-30,-0.080765,-0.106827,-0.0987506,-0.0609849,-0.169481,-0.111183,-0.07181515,-0.086846,-0.07481789999999999,-0.07481789999999999,-0.083131,-0.069711,-0.154125,-0.088249,-0.101394,-0.088249,-0.02833444,-0.12058931999999999,-0.154125,-0.026474699999999997,-0.032306,0.009694,0.00287,0.00287,0.00287,0.00287,-0.0015704499999999997,0.011653,-0.11016265,0.00287,-0.0115432,-0.0564646,-0.02033772,-0.054857399999999994,-0.017038,-0.026474699999999997,0.00287,-0.0088249,0.0,-0.09337353999999999,-0.0518758,0.0,-0.169481,0.0,-0.069443,0.0,0.0,0.00287,-0.048459,0.0,0.0,-0.0600756,0.0,-0.069443,0.0,-0.069443,-0.026474699999999997,-0.0600756,0.0,0.0,0.0,-0.17125,0.0,-0.048459,0.015481,0.0,0.0,-0.0068152,-0.10214999999999999,-0.07181515,0.0,0.0,0.0,0.00014350000000000002,-0.131526,0.0
2001-10-31,0.019054,0.042538,0.052438099999999994,0.009358199999999999,0.127906,0.03661,0.02279295,0.03406,0.038286,0.038286,0.04254,0.035136,0.1285659,0.019095,0.025807,0.019095,0.0009215499999999995,0.08623436,0.1285659,0.0057285,0.007621600000000001,0.005327,0.002615,0.002615,0.002615,0.002615,0.0011070499999999998,0.020926,0.0831389,0.002615,0.0014608800000000001,-0.0026067999999999994,0.015348719999999998,0.012804000000000001,0.012764,0.0057285,0.002615,0.0019095000000000002,0.0,0.04225714999999999,0.0119182,0.0,0.127906,0.0,0.019543,0.0,0.0,0.002615,0.0114324,0.0,0.0,0.027037600000000002,0.0,0.019543,0.0,0.019543,0.0057285,0.027037600000000002,0.0,0.0,0.0,0.142851,0.0,0.0114324,0.014132,0.0,0.0,0.0051056,0.0309744,0.02279295,0.0,0.0,0.0,0.00013075,0.03269,0.0
2001-11-30,0.076709,0.048,0.0904685,0.063738,0.142495,0.042269,0.038014150000000003,0.058767200000000006,0.0683235,0.0683235,0.075915,-0.008586,0.061022700000000006,0.059008,0.03705,0.059008,0.02043874,0.10166758,0.061022700000000006,0.0177024,0.030683600000000002,-0.011871,0.002128,0.002128,0.002128,0.002128,0.01666175,-0.013787,0.09262175000000002,0.002128,0.01278272,0.04395509999999999,0.0170994,0.036965399999999995,0.0487265,0.0177024,0.002128,0.0059008,0.0,0.09033947,0.025255600000000003,0.0,0.142495,0.0,0.022886,0.0,0.0,0.002128,0.0460254,0.0,0.0,0.0570812,0.0,0.022886,0.0,0.022886,0.0177024,0.0570812,0.0,0.0,0.0,0.067803,0.0,0.0460254,-0.009747,0.0,0.0,0.0194906,0.08157887999999999,0.03801415,0.0,0.0,0.0,0.00010640000000000001,0.100241,0.0
2001-12-31,0.00876,0.020405,0.0021317999999999997,0.007688700000000001,0.010636,0.02139,0.017345700000000002,0.0184536,0.0044001000000000005,0.0044001000000000005,0.004889,-0.016932,0.032366700000000005,0.006185,0.005961,0.006185,0.007641700000000001,0.001276720000000002,0.032366700000000005,0.0018555,0.003504,-0.020664,0.001754,0.001754,0.001754,0.001754,-0.00961135,-0.00635,0.0069134,0.001754,0.0025612800000000004,0.018543799999999996,0.0012763199999999998,0.0057192,0.0016985,0.0018555,0.001754,0.0006185000000000001,0.0,0.0124475,0.0007058000000000004,0.0,0.010636,0.0,-0.011849,0.0,0.0,0.001754,0.005256,0.0,0.0,0.0378364,0.0,-0.011849,0.0,-0.011849,0.0018555,0.0378364,0.0,0.0,0.0,0.035963,0.0,0.005256,-0.003951,0.0,0.0,0.0006794,0.061351199999999995,0.0173457,0.0,0.0,0.0,8.77e-05,0.060712,0.0
2002-01-31,-0.014584,-0.0243,-0.01794455,-0.00035190000000000004,-0.008079,-0.046204,-0.030856300000000003,-0.0340756,-0.0294156,-0.0294156,-0.032684,-0.058435,-0.1396899,-0.030397,-0.053092,-0.030397,-1.9800000000000156e-05,-0.005717590000000001,-0.1396899,-0.0091191,-0.0058336,-0.008518,0.001561,0.001561,0.001561,0.001561,-0.0068376,0.008095,-0.00525135,0.001561,0.0002643200000000002,-0.003185599999999999,-0.0009694799999999999,-0.016458,-0.0469405,-0.0091191,0.001561,-0.0030397,0.0,-0.005505629999999999,-0.000798000000000001,0.0,-0.008079,0.0,-0.000553,0.0,0.0,0.001561,-0.0087504,0.0,0.0,0.0185232,0.0,-0.000553,0.0,-0.000553,-0.0091191,0.0185232,0.0,0.0,0.0,-0.155211,0.0,-0.0087504,0.009256,0.0,0.0,-0.018776200000000003,-0.011808,-0.0308563,0.0,0.0,0.0,7.805000000000001e-05,0.053904,0.0
2002-02-28,-0.019307,-0.008975,-0.04090795,-0.0054297,-0.104483,-0.0025,-0.0038491500000000004,-0.003374600000000001,0.0023841,0.0023841,0.002649,0.043505,-0.09509400000000001,-0.008795,0.007048,-0.008795,0.0012889,-0.06007729999999999,-0.09509400000000001,-0.0026385000000000002,-0.007722800000000001,0.008344,0.001336,0.001336,0.001336,0.001336,-0.0019694499999999998,0.009691,-0.06791395,0.001336,0.00425736,0.0018576999999999999,-0.01253796,-0.004428,0.004011,-0.0026385000000000002,0.001336,-0.0008795000000000001,0.0,-0.02220478,-0.00011780000000000015,-0.000955,-0.104483,-0.000955,-0.016206,-0.000955,-0.000955,0.001336,-0.011584200000000001,-0.000955,-0.000955,0.011204400000000002,0.0,-0.016206,-0.000955,-0.016206,-0.0026385000000000002,0.011204400000000002,-0.000955,-0.000955,-0.000955,-0.10566,-0.000955,-0.011584200000000001,0.011516,0.0,-0.000955,0.0016044,-0.027342,-0.00384915,0.0,0.0,0.0,6.68e-05,0.003708,0.0
2002-03-31,0.037609,0.043806,0.036125649999999995,0.0204111,0.066126,0.056306,0.0389443,0.036240999999999995,0.020423700000000003,0.020423700000000003,0.022693,0.050727,0.054432,0.04405,0.054563,0.04405,0.01699046,0.03259741,0.054432,0.013215,0.015043599999999999,-0.004591,0.001475,0.001475,0.001475,0.001475,0.0029921499999999994,-0.016636,0.0429819,0.001475,0.00432712,0.03666099999999999,0.00793512,0.02706,0.0282315,0.013215,0.001475,0.004405,0.0,0.0244257,0.0200226,0.010211,0.066126,0.010211,0.013221,0.010211,0.010211,0.001475,0.022565399999999996,0.010211,0.010211,0.0280508,0.0,0.013221,0.010211,0.013221,0.013215,0.0280508,0.010211,0.010211,0.010211,0.06048,0.010211,0.022565399999999996,-0.011044,0.0,0.010211,0.0112926,0.04207104,0.0389443,0.0,0.0,0.0,7.375e-05,0.07689,0.0
2002-04-30,-0.060642,-0.041242,-0.07360599999999999,-0.049968,-0.084989,-0.003185,-0.014330000000000002,-0.0312066,-0.036888300000000006,-0.036888300000000006,-0.040987,0.020635,-0.1291851,-0.03399,0.007209,-0.03399,-0.00537461,-0.07973967,-0.1291851,-0.010197,-0.024256800000000002,0.028184,0.001443,0.001443,0.001443,0.001443,-0.02125585,0.019392,-0.055242849999999996,0.001443,-0.0016726399999999995,-0.018468199999999997,-0.01019868,-0.019021800000000002,0.021826,-0.010197,0.001443,-0.003399,0.0,-0.037974429999999997,0.0027371999999999987,0.010049,-0.084989,0.010049,0.009049,0.010049,0.010049,0.001443,-0.0363852,0.010049,0.010049,0.001144,0.0,0.009049,0.010049,0.009049,-0.010197,0.001144,0.010049,0.010049,0.010049,-0.143539,0.010049,-0.0363852,0.019439,0.0,0.010049,0.008730400000000001,0.015543359999999999,-0.01433,0.0,0.0,0.0,7.215e-05,0.009989,0.0
2002-05-31,-0.007427,-0.033492,-0.02537925,-0.007317000000000001,-0.042656,0.002332,-0.0036278000000000005,-0.0141254,-0.0048834,-0.0048834,-0.005426,0.035194,-0.0829386,0.001667,0.013511,0.001667,0.00040252000000000007,-0.01754878,-0.0829386,0.0005001,-0.0029708,0.021813,0.001494,0.001494,0.001494,0.001494,-0.00873355,0.008497,-0.027726400000000002,0.001494,0.00063904,0.0012483,-0.005118719999999999,0.0008028,0.0070375,0.0005001,0.001494,0.0001667,0.0,-0.01162837,-0.0016886,0.000674,-0.042656,0.000674,-0.014253,0.000674,0.000674,0.001494,-0.0044562,0.000674,0.000674,-0.0072516,0.0,-0.014253,0.000674,-0.014253,0.0005001,-0.0072516,0.000674,0.000674,0.000674,-0.092154,0.000674,-0.0044562,0.00737,0.0,0.000674,0.0028150000000000002,-0.02440008,-0.0036278,0.0,0.0,0.0,7.470000000000001e-05,-0.023676,0.0
2002-06-30,-0.071151,-0.083369,-0.0873392,-0.0646119,-0.093967,-0.035756,-0.03311605,-0.039224400000000006,-0.0520542,-0.0520542,-0.057838,-0.084799,-0.0896175,-0.060847,-0.039448,-0.060847,-0.02477796,-0.07027653,-0.0896175,-0.0182541,-0.028460400000000004,0.032504,0.001439,0.001439,0.001439,0.001439,-0.03252375,0.008647,-0.06107855,0.001439,-0.011042159999999999,-0.0445605,-0.01127604,-0.0365922,-0.016792,-0.0182541,0.001439,-0.0060847,0.0,-0.05578508,-0.051538,-0.00723,-0.093967,-0.00723,-0.078191,-0.00723,-0.00723,0.001439,-0.0426906,-0.00723,-0.00723,-0.01767,0.0,-0.078191,-0.00723,-0.078191,-0.0182541,-0.01767,-0.00723,-0.00723,-0.00723,-0.099575,-0.00723,-0.0426906,0.00886,0.0,-0.00723,-0.006716800000000001,-0.04729463999999999,-0.03311605,0.0,0.0,0.0,7.195e-05,-0.076705,0.0
2002-07-31,-0.077947,-0.114359,-0.058700499999999996,-0.0649908,-0.091998,-0.107801,-0.07673295000000001,-0.102067,-0.0634779,-0.0634779,-0.070531,-0.0584,-0.0393687,-0.084378,-0.098708,-0.084378,-0.034098500000000004,-0.04899704,-0.0393687,-0.025313399999999996,-0.031178800000000003,0.009633,0.001465,0.001465,0.001465,0.001465,-0.010705099999999999,0.012066,-0.059798699999999996,0.001465,-0.01297592,-0.07256159999999999,-0.01103976,-0.050336399999999996,-0.0218555,-0.025313399999999996,0.001465,-0.0084378,0.0,-0.06972888,-0.0460162,-0.004599,-0.091998,-0.004599,-0.047555,-0.004599,-0.004599,0.001465,-0.0467682,-0.004599,-0.004599,-0.016047600000000002,0.0,-0.047555,-0.004599,-0.047555,-0.025313399999999996,-0.016047600000000002,-0.004599,-0.004599,-0.004599,-0.043743,-0.004599,-0.0467682,0.012109,0.0,-0.004599,-0.0087422,-0.04002624,-0.07673295,0.0,0.0,0.0,7.325e-05,-0.02933,0.0
2002-08-31,0.006544,0.004547,0.00263625,0.0017946000000000001,-0.009749,0.000162,0.00120725,-0.0016873999999999995,-0.0002817,-0.0002817,-0.000313,-0.02404,-0.0754902,0.001708,-0.002046,0.001708,0.0088025,-0.01077582,-0.0754902,0.0005124,0.0026176000000000003,0.014316,0.001446,0.001446,0.001446,0.001446,0.0027706,0.016884,-0.006336850000000001,0.001446,0.00295472,0.0093128,-0.00116988,0.0015953999999999999,-0.009748,0.0005124,0.001446,0.00017080000000000003,0.0,0.00783887,0.0265904,-0.00159,-0.009749,-0.00159,0.021233,-0.00159,-0.00159,0.001446,0.0039264,-0.00159,-0.00159,-0.004388,0.0,0.021233,-0.00159,0.021233,0.0005124,-0.004388,-0.00159,-0.00159,-0.00159,-0.083878,-0.00159,0.0039264,0.008677,0.0,-0.00159,-0.0038992000000000002,-0.03171744,0.00120725,0.0,0.0,0.0,7.230000000000001e-05,-0.001903,0.0
2002-09-30,-0.108682,-0.14716,-0.0966872,-0.0807795,-0.108086,-0.130007,-0.09302115,-0.1023976,-0.08936190000000001,-0.08936190000000001,-0.099291,-0.018282,-0.0506889,-0.1101,-0.107122,-0.1101,-0.033115900000000004,-0.11002498,-0.0506889,-0.03303,-0.043472800000000006,0.013374,0.001379,0.001379,0.001379,0.001379,-0.0204379,0.016196,-0.07025590000000001,0.001379,-0.01263768,-0.07774569999999999,-0.01297032,-0.0658014,-0.0397975,-0.03303,0.001379,-0.01101,0.0,-0.06161038,-0.0344042,0.001464,-0.108086,0.001464,-0.022923,0.001464,0.001464,0.001379,-0.0652092,0.001464,0.001464,-0.0483376,0.0,-0.022923,0.001464,-0.022923,-0.03303,-0.0483376,0.001464,0.001464,0.001464,-0.056321,0.001464,-0.0652092,0.008212,0.0,0.001464,-0.015919,-0.08127144,-0.09302115,0.0,0.0,0.0,6.895000000000001e-05,-0.116064,0.0
2002-10-31,0.088019,0.106611,0.08464405,0.0753075,0.134882,0.092411,0.06943295000000001,0.08921119999999999,0.0700002,0.0700002,0.077778,-0.06384,0.012503700000000001,0.073684,0.053772,0.073684,0.02282777,0.11351608999999999,0.012503700000000001,0.0221052,0.0352076,-0.001768,0.00139,0.00139,0.00139,0.00139,0.01901655,-0.004555,0.08767330000000001,0.00139,0.00808544,0.051069199999999995,0.01618584,0.044169,0.0028585,0.0221052,0.00139,0.007368400000000001,0.0,0.06041971,0.026438200000000002,-0.007613,0.134882,-0.007613,-0.01336,-0.007613,-0.007613,0.00139,0.0528114,-0.007613,-0.007613,0.019536800000000003,0.0,-0.01336,-0.007613,-0.01336,0.0221052,0.019536800000000003,-0.007613,-0.007613,-0.007613,0.013893,-0.007613,0.0528114,0.003167,0.0,-0.007613,0.0011434,0.04065912,0.06943295,0.0,0.0,0.0,6.95e-05,0.050684,0.0
2002-11-30,0.058858,0.045936,0.054225999999999996,0.037584,0.11248,0.048806,0.039428450000000004,0.0371146,0.0326952,0.0326952,0.036328,0.035403,0.10895490000000001,0.053764,0.045383,0.053764,0.026807940000000002,0.0938771,0.10895490000000001,0.0161292,0.0235432,0.002633,0.001276,0.001276,0.001276,0.001276,0.00801815,-0.000266,0.073112,0.001276,0.00166512,0.050798699999999995,0.013497599999999998,0.0327714,0.0207005,0.0161292,0.001276,0.0053764,0.0,0.048615320000000004,0.0448684,0.011552,0.11248,0.011552,0.048648,0.011552,0.011552,0.001276,0.0353148,0.011552,0.011552,0.027174,0.0,0.048648,0.011552,0.048648,0.0161292,0.027174,0.011552,0.011552,0.011552,0.121061,0.011552,0.0353148,-0.001611,0.0,0.011552,0.0082802,0.026458560000000002,0.03942845,0.0,0.0,0.0,6.38e-05,0.064866,0.0
2002-12-31,-0.058752,-0.081067,-0.06561745,-0.0430722,-0.096413,-0.033917,-0.03095275,-0.036888000000000004,-0.03479670000000001,-0.03479670000000001,-0.038663,-0.055005,-0.1127898,-0.048586,-0.033434,-0.048586,-0.00807954,-0.07846367000000001,-0.1127898,-0.014575799999999998,-0.023500800000000002,0.040625,0.001196,0.001196,0.001196,0.001196,-0.014119,0.020656,-0.06266845,0.001196,-0.0065008,-0.027656299999999995,-0.01156956,-0.0284514,-0.018902,-0.014575799999999998,0.001196,-0.0048586,0.0,-0.05880433,0.0053576000000000006,0.009138,-0.096413,0.009138,0.007271,0.009138,0.009138,0.001196,-0.035251199999999996,0.009138,0.009138,-0.022002,0.0,0.007271,0.009138,0.007271,-0.014575799999999998,-0.022002,0.009138,0.009138,0.009138,-0.125322,0.009138,-0.035251199999999996,0.011746,0.0,0.009138,-0.0075607999999999995,-0.047353679999999995,-0.03095275,0.0,0.0,0.0,5.9800000000000003e-05,-0.024173,0.0
2003-01-31,-0.026197,-0.068289,-0.023230349999999997,-0.030699,-0.010733,-0.046391,-0.030639500000000007,-0.041554,-0.0324711,-0.0324711,-0.036079,-0.026149,-0.0632151,-0.030474,-0.041694,-0.030474,-0.0012843300000000002,-0.019037119999999998,-0.0632151,-0.0091422,-0.010478800000000002,0.013047,0.001094,0.001094,0.001094,0.001094,-0.0014815499999999999,0.000854,-0.0069764499999999995,0.001094,-0.00543048,-0.013425699999999995,-0.0012879599999999999,-0.0175548,0.023941,-0.0091422,0.001094,-0.0030474000000000005,0.0,-0.015543189999999998,0.0150982,0.008753,-0.010733,0.008753,0.022457,0.008753,0.008753,0.001094,-0.0157182,0.008753,0.008753,0.006662800000000001,0.0,0.022457,0.008753,0.022457,-0.0091422,0.006662800000000001,0.008753,0.008753,0.008753,-0.070239,0.008753,-0.0157182,0.002233,0.0,0.008753,0.0095764,0.042536159999999996,-0.0306395,0.0,0.0,0.0,5.47e-05,0.03058,0.0
2003-02-28,-0.015004,-0.017378,-0.005709499999999999,-0.0123822,0.013438,-0.031621,-0.0210097,-0.023967999999999996,-0.0097659,-0.0097659,-0.010851,-0.002663,-0.0535293,-0.017501,-0.022896,-0.017501,-0.004566650000000001,0.008152379999999999,-0.0535293,-0.005250299999999999,-0.0060016,0.01534,0.000919,0.000919,0.000919,0.000919,-0.00790335,0.013837,0.0087347,0.000919,-0.0029000799999999998,-0.0169763,0.00161256,-0.010289999999999999,-0.010963,-0.005250299999999999,0.000919,-0.0017501,0.0,0.0003535999999999999,0.007710999999999999,0.001333,0.013438,0.001333,0.008004,0.001333,0.001333,0.000919,-0.009002399999999999,0.001333,0.001333,-0.023768,0.0,0.008004,0.001333,0.008004,-0.005250299999999999,-0.023768,0.001333,0.001333,0.001333,-0.059477,0.001333,-0.009002399999999999,0.007638,0.0,0.001333,-0.0043852000000000006,-0.046897919999999996,-0.0210097,0.0,0.0,0.0,4.5950000000000006e-05,-0.029212,0.0
2003-03-31,0.0097,-0.027384,0.0174705,0.0178047,0.003208,-0.013345,-0.005847600000000001,-0.00027199999999999924,0.0077553,0.0077553,0.008617,-0.031307,0.065952,-0.003301,-0.018836,-0.003301,0.00460191,-0.0027472399999999993,0.065952,-0.0009903,0.00388,0.003488,0.001009,0.001009,0.001009,0.001009,0.012816999999999999,-0.000771,0.0020852,0.001009,0.0020412,0.0042368,0.00038496,-0.002568,-0.019226,-0.0009903,0.001009,-0.00033010000000000005,0.0,0.01165073,0.0141882,0.004082,0.003208,0.004082,0.016316,0.004082,0.004082,0.001009,0.00582,0.004082,0.004082,-0.020376000000000002,0.0,0.016316,0.004082,0.016316,-0.0009903,-0.020376000000000002,0.004082,0.004082,0.004082,0.07328,0.004082,0.00582,6.3e-05,0.0,0.004082,-0.0076904,-0.02546856,-0.0058476,0.0,0.0,0.0,5.045e-05,-0.040398,0.0
